text,wordcount
i was listening  my ipod when kris allens falling slowly tuned in then i fell asleep for awhile when my ipod changed it to paramore lol,26
wonderful weekend is over like all good things in the world  i am in my sunday night mood right now but i guess my monday mood is worse,28
i giggled a little bit i mean its not funny but the way they all just dropped at the same time lol ok ok its rly not funny,28
i am so hungry what type of person procrastinates on eating a type of person like me sad i know  going to rummage through the kitchen,26
helloo i am one of ur many fan  hope everyhing is ok with u and katie hope all is ok x  x x x x  x x x x x,30
i dont even know who you are anymore u use to be my best bud  but now they got  u amp look  urself who are you,26
i probably wasnt gonna be able to get it till nycc anyway so im cool with that  and now i get it on its release awesome,26
happy friday all off now for a bit  trying not to waste the whole day talk to you lovelies all later  no talking about me k,26
its raining back inside after getting caught in a downpour  but i got my swim amp tennis on so it was well worth it amp we only lost  ball,29
yeah  hearing how other people get to be around the ones they love is making me all sad and stuff i mean im happy for them,26
i cnt upload a photo dunno how to make it small  dman net way too slow i cnt upload photos in friendster too much complaining haha,26
good morning  just got back from the gym and now i have a looong day of studying ahead of me at least its sunny and  degrees,26
i saw you and nearly had a heart attack but i think i coverd it pretty well lol i was gonna say hi but i was dead scared  x,29
my phone is broken    amp im too lazy to go to the verizon store to get a new one oh well i guess no phone for awhile aha,28
i had  purchase from fp they shipped  days later than claimed still did not get it  my be i am out of luck get more info,26
ahhh got a nice swim in at the pool today still recovering from this weekends him less than  weeks to my first quotaquot race of the season,27
well today was yet another kick back nd lazy day even though i got alot of stuf done slowly but surely getting my itunes playlist back,26
she suggested an hp joint that was dope for  quot hd screen gb ram forgot harddrive memory but it had a lot think it has vista,26
getting ready to get out to cathedral city to teach this weekend is it me or does that sound like a place in the land of oz,27
we r waiting for somethig to show us u love us for us and not for our  plss make me change my mind im soooo sad,26
i had a dream i was an x man and i was super strong but people made fun of me cause i was a total bottom meanies,27
so i called her back and checked on my order and she said quotoh sorry we didnt have any garlic so we couldnt do it is it me,28
i dont want to go back to school tomorrow  i didnt do my homework lol im gonna be in soooo much trouble the assignment is worth,26
trying to stay up s on a school niight its   idk but i get tired when theres school next day and i think im gettin sick  swine flu o,29
has to be the world coz it has nuthin to do with da net n im using da lappy which is fast or maybe its just me,27
so ive been up all day lol doing well if i do say so  got a new hair do guys got my old style back love it how u guys beenday,31
so today is all about unpacking grocery shopping and returning the uhaul i love you josh i miss you so much i miss my sam too,26
they bettter this is the last concert ima get to go to unless some cool ass dcfan buys my ticket for now on ive got my rent,27
haha no no i tried to be but i would keep missing it and trying to get back in isnt so easy  im waiting for dvdboxset,26
soooooo bored my aunt has to work tonight so i cant go over there today  but my dad and me are gonna do the jrnylc application day,27
i was born  years to early ill never know the joy of sacking a city amp putting the ppl to the sword amp the torch to evrything else,28
wow  i am very envious of you so glad that you are doing a great where you are all i saw today was a dead badger,26
it didnt even matter that i was home alone yay because i just got home and i have to leave for work in five hours nay,26
a mistake and now i have it all for  euro first it was  but with wrong stickers it was  but he made it  i dont mind,26
just stopping by to tell you im one of ur biggest fans and you inspire me more than you know   i hope to meet you someday,26
starting  get y ppl will read a book over amp over again its much like watching a dvd series show over amp over yet more descriptive,26
well midnight again b i get n bed  this time due  a sick kiddo may not get much sleep tonight oh well night my twitterpeeps luv yall,27
ive been following wil wheaton on twitter for about a week now and yet his tweets dont make any sense to me at allim not smart,26
wen is it u go us i dont really have a choice ill just go out more just means i wont get the house to myself any more,28
still no reply i think you might be chasing a lost cause there then  oh ive replaced most of the rotten wood on the chicken pen,26
nap does sound great but my naps are  hours long lol makes it hard to go to bed at a decent time when i get up early,27
feels wrong to be awake nowi feel like i have to go to work tomorrow but its saturday night not sunday  ah real weekends love it,26
ewww she brings them in the house  bad girl duff used to bring mice in too ick these guys sometimes bring in half a bug as a gift,28
this has been such a bad night  day most of the balloons flew away my lil cuz got hit by a car n the dj never showed up,28
dude i dunno what u write ff on with ur itouch but theres a cooler app than touchtype if thats what u use  tell u later,26
thinking of yoult i just want things to work out for once it is so amazing to me how unfair life really is and how selfish people are,28
mad at tweetie not liking it much which program is the one that goes quotding chirp chirpquot when new tweets come in i think ill switch,26
doing a poetry poster i suck at poetry but i songs r poetry so maybe i dont suck at all aha super bored though theres no  talk to,28
im well ill at the moment  and i really miss chris aswell so im gunna go to bed and watch sex and the city like i always do xo,29
how come i get no love i stick up for you offer to bring you things at concert and all my girls get love but i dont,27
you know what i hate when you are marathon comic reading only to find out that part  of a story is in a comic you dont get,27
yay to more sauce im just here girl imma prolly run out and grab a bite thats it get ready for me to cry on your pillow,27
according to the who you will live longer if you are born in any of a number of countries besides the united states  our health system,26
oh no i didnt checkin online early enough amp were stuck  the back of the plane near the loos amp far from exits too too scary,26
one more thing i delight in the fact that i can dm with  who is a sex worker cuz ya know she can prolly give us tips,27
oh man i forgot when i restore a phone its just the settings first then i have to go back and do all the photos apps and stuff,28
no i havent lost the browser plot i need to make sure new nlc website works and displays correctly in ie so a day of use it is,28
nope they dont ask for your billing info or make you buy anything they just need you to be  n from usa oh n they pay weekly,27
mke one  most people hate nm because theres nt much ed in it which goes to show that they only read twi for a vamp ltlt,26
is gonna have a  year old on my care very soon while her dad and my ex boyfriend her bro is off to jail  holy crap,26
knowing that i am not alone in my extreme dislike of my coworker makes me feel a little bit better it doesnt make her go away though,27
im kind of annoyed i forgot to get my quotvanityquot name on facebook  i have never met another person w my name and its already been taken,27
was bet  that i couldnt stay quiet for a whole shift at work  i won and was payed    but iv lost my purse phone and pod,26
yes you must show it to me at our next cyberparty i think it would be wonderful unless you want to show it to me now,26
i dont have my macbook for the next week  but thank fuck for warranties i also got a shit load of posters for my room shit load,27
gosh its hot today the black suit was not a good idea humid too fabulous day to be out of doors  wish wish tw gone from phone again,28
just got off the phone with a friend who put down her beloved dog that makes two friends whove lost adored pets in the past week sad,27
ive gotten a cold every time ive flown somewhere  hrs away in the past year  hope to be back in the poolon the bike next week,26
sorting through all my ny stuff its making me sad i wanna go back  ny skyride   fifth ave ny ny  lthaha ah i must go back,26
i just had the best workout ever my hand cannot type cuz theyre shaking p hehehe im burned cuz i spent all day tanning and i look scary,28
loved the long wknd it was days  bt it is back to skwl tom   i onlt have  exams left then it will be a week of school,27
i hope you get that one i heard it back in  but im jealous of the people who are getting to hear it played on this tour,27
just had a bath yes i was singing in the bath now writing as taking my mind off the pain in my nose had major nosebleed this morning,28
none as of yet just a bit of bin  bag to keep the worst of the splashes off  and bag has waterproof cover  when im not using it,28
h of sleep and i still wanna crawl back to bed and dream on  my flowers are growing outside i should relly go and water em too,27
megan is being mean to me at chipotle shes calling me a liar because i forgot to send atonement back to netflix now shes ignoring me,26
well i was under the impression most people have the urge to buy new sofas  to be fair were not tiling we have a man for that,27
i dunno my stomachs killing me so bad everything else is alright now  but i wouldnt of even been in ict if i was in anyway,26
wish i had more time to be detailed this  but i am busy  forgive me friends for not saying how each of you do it for me,27
randy got desexed today when i went to pick him up he was still drugged up and his tongue was hanging out of his mouth  lol,26
boooooo theyre using starlight by muse  i dont know why i hate it when the songs i like are used on major broadcasts such as this,26
got home with  boxes of churros from dulcinea a new pink laptop sleeveand oh i drove the car too im finally dry when i go out,26
so robs a complete asshole he decides to leave cos his head hurt great i waited for nothing can you say pussy i mean him not meh,27
decided to watch just my luck good movie also mcfly is in it which is a bonus lol havent seen it for awhile tho so it should be good,29
way overdid it last night  dont know what i was thinking but it might take me at least a day or so to recover but it was fun   lol,29
sexi boi u so fly wish i could give u a try but my manz  home waitin on me by the fone sry cant get my groove on,28
im a lone soldier aha thats how i really feel taking on my own battles amp shit spare me the drama amp just let me do it,27
girll i am so nervous but did you see donnies update quotin li about to hit up a few clubsquot ahhhh i hope they all come here,27
my powerbook g is making an awful humming noise im afraid of what that means and the fact that i know i dont have the  to fix it,28
damn wrist is fractured it hurts  i have nothingto do all day im soo bored just gonna be on youtube all day waiting for ppl to tlk  me,28
got home at am from a party that started at am partying amp drinking for h straight omg im so tired and hungover im getting old,26
i missed two texts and a phone callwhen my phone was next to me oops my brother is sad he cant come with me to disney sad too,28
not sure how many people can say that they have washed an ipod but i canforgot my nano in my jeans in the laundry  bad luck,26
no i missed it  when i signed on today i saw you mention itso i signed up with ustream to follow what you got going on,26
danq  i been mia lol ehhhhh omqqq grey goose hypnotic amp sum blaqk label w  red bull d im fuqkiin feelin it yo   how u feeling,26
all the streets of hollyweird are being blocked off due to a march what kind of march im not sure of but i couldnt get to my apt,28
vanka are you hitch hiking to uk  i wish you good luck and happy meeting with tery save trip to you both on your way back to bg,28
out of gasoline n i didnt bring enough money now im trapped in traffic n juz keep prayin that ill be home soon without any disruption,26
letina has been taken out to get her vital supplies  valium and credit  and has spent the rest of the day relaxing with my cat  xxx,26
i thought my phone was broken but it turns out the sim was in backwards bummer  i was hoping for an excuse to go out an get an iphone,29
bloody hell just work up to missed calls i cant believe i didnt wake up for my own birthday lunch with family shit gotta run later,26
people should have to take a test before they are allowed to have a dog some people are just cruel and animal control is no help,26
most horrible ending to a night ever ended up with me throwing myself down a sloap on arthers seat to get to somebody so much pain now,27
bout to take sarge back to the vet to get more meds i hate seeing him so depressed and in so much pain my poor puppy,26
nnnaaa uhhhh playah shawty aint got nun maybe it was ur phone or mines  but i wanted to hit me up when u left the studio,26
oh that is so cool and think i used to be part of this at one time   i do miss it but life has been busy,26
omg stephen fry is back in england im in the same counrty as stephen fry this is making me a little too excited for it to be healthy,28
i heard about jimmy choo im excited to see the shoes lol but yea im not a fan of hampm eitherat least u can see them in aug,28
we all have to understand our audience whether you lean to the right like me or to the left you have the freedom to express in usa,27
well lets top it off capone my bull terrier just got into a fight with the neighbors dog it broke my heart to see my lil boy fight,28
she gaves us all a workout and now we are not only physically drained but emotionally too i cried when she came back in the house,26
i hope you had a great saturday i had fun amp seeing up rounded out an awesome day even though there was a power outage at my house lol,29
cool i have a guitar but i cant play it so i just strum the strings and it makes a crapy noise lol but im getting lessons,27
pnk is awesome quotthis used to be a funhouse but now its full of evil clowns its time to start the countdown im gonna burn it downquot,27
youre show was amazing i just got home from it i wish you guys couldve come out to see us but there was a noise complaint,26
is sick once again  everytime i cough my head begins to pundand to top it off i gotta be at work tomorrow at am pray for me plz,28
hahas  dam tried  just nw got exam  don know how much i will get   but i having fun today  with my pri sch friends  until plus  d,27
aw thank u jesse amp o btw thank u all the way back  when i kept buggin u  follow me amp u didnt say get lost,26
the most awesome thing that could happen is getting home from long day and your front door causing a gash on the side of ur toe awesome,27
the night was so different that i expected girls pissin on the floor meeting a rapperpimp but i had soo much fun now at home alone,26
finally home from a long day at work only a few hours til i start another long day at work that i volunteered for on iphone friday,27
dads had an idea that becaue its tipping it down there will be no one at warwick castle so were off there for the day  help,26
is studying for an audition in nyc today  its for a new bible quiz show that will be airing on cmt  oh boy i hope all goes well,28
is sick of school has decided that i am giving up i dont care about school no more i just want it done and over with,26
so for the rest of the summer when son goes daily to studio he wants to run also i will be travelin next  days not wokring out,27
going to see brand new in san diego now if we can get tickets during the presale on tuesday  best summer concert ever if it happens,26
work coughing congested fighting a cold not hn and ready to go back home to bed perks at bed nope cant keep a sexy girl down,26
it was a great night now i need some rest it is raining and chilly i just want to say that i am over this weather,26
there seems to be a lovely empty desk in the corner well away from all the madness  am going to see if i can get my paws on that,29
just closing the night with a beer at the vintage n loud bit  one can actually see the stars from walla walla i m soop coming back,27
why cant i sleep god or similar persons hates me on a lighter note a friend from school is about to pop with baby  good luck gem,27
aah just saw the new moon trailer looks quite good going to go study now cant wait until the exams are over and i can go shopping,27
tis okay ive gotten over it a little bit but it was only after the concert was over that i started to become obsessed with them,26
just saw a huge cockroach in the kitchen wtf how is it so big thank god my dad came to the rescue  ahhhhhhhh so scary still,26
loving today just greeted the boys with water balloons and ran off very scared now haha it is on pool half full  come over tweets ha,26
fyi if you are overweight and just sit around on the computer all the time your body kind of starts to mess up fat class tomorrow,26
the movie awards were awesome  eminem didnt seem to happy about andys bare a in his facebut where did he go cuz its like he left,26
in a freakin tour bus thingy with my whole family road trip too florida urgh im already car sick save me ny ill c u later,26
oh lol i dont use that one this is my proper one dont give up on fanfic  wait for all the crap to sort itself out,26
ill be sadagain  i mean no harm bri honest it was the girls idea haha but i did scan the article with the word in it lol,27
hey jst wanna say cudnt make ur concert cuz my  yr old dog died  i guess u know how i feel i miss him so much,26
paking my stuff for a weekend with my dad still sick didnt sleep tonight  but where ever i am im still sick so it doesnt mather,26
just want you guys to know that david deluise does not have a twitter my tv dad is cool but not that cool  i love him and you guys,29
days and i get to see my sofia  amp perri and aidan and matt and ashley and not george because ive dissowned him but my ellis k,27
good monday all well i lived through the flu and feel not to bad today this is the last week of school for my kids woot summer is here,29
cannot for the life of me figure out how to get a picture on this thing mines are too big even when i shrink em   xxx,26
idk about the other  but theres a video from alex on fod that says its too hard being away from his family  sad but its ok,26
just had a shower how is it i got out and left the conditioner in still   hands up how many of you have done that as well,27
im tired my wifes tired im off n shes off to work  but were takin a lil holiday to the old west morrow via virginia city,26
does anyone know how to scale a pic down im trying to change my pic but all my pics r  big n i keep cropping themhelp,26
t believe today is the girls last day of school  they get home in an hour ewey then i will be the parent of a st amp nd grader oh my,31
target trip a bust no rain boots at all no cute umbrellas opted for bra and panties bit did not spend nearly as much as i wanted to,28
does anybody have a jonas brothers a little bit longer album they can scan for me i have it but i dont have a scanner  begging you,27
oh noes if its the one i have  its a doozy  i shouldnt have gone to the tweetup but i didnt feel ill until the day after,27
were not in the same aiesec team  why do i get er and you get icx its not what either of us had signed up for,26
well i get decent shots out of my nikon f film on a mm no issues there  but if u are leaning towards canon go for it,27
last day of holiday  ninja has decided to spend it asleep to be fair all her time is now spent asleep it seems except at am,26
i am still smelling the hint of audit reminds me of being at the dr and hearing the words quotyou are going to feel a slight pressurequot,27
when does that bruno film come out wanna see it going out  to see termanator doesnt have arnie in it  has christian bale in it yay,26
get you hooked on a show then pull that rug out its not good for the fans to not finnish the story off to bed and not happy lol,29
no kidding he needs to do an nyc show like yesterday not all fans are in college or willing to go  hrs out of their way,26
than i asked them if they can lend me a camera and they said yes but its a sorry camera fml im leaving to las vegas in  weeks,28
ive grown up with cats so i think thats why i have themamp if not for them id be very lonely  they are very spoiled brats,26
ugh  im so  sad i cant go tomorrow please dont be mad at me that i cant come  next show i will try my hardest to comei lt u,29
the good news my mill colour iphone app is in this weeks broadcast the bad i got pooped on by a bloody pigeon on carnaby street,26
hey ron how was the rest of your week no i havent been to your site lately  i want to hear the st remix you did,26
just woke up amp cant go back to sleep had a txt from the bff sayin if youre up call me sounds important but that was  hours ago,28
me and jamie will be doing the original at some point at school with the rest of snug ming add it to you to do list then,27
i know i thought i was the only one but my pc sound goes off all the time no matter what i try to do  its firefox,27
was just about to head out for coffee break and my boss starts running around like a madman must wait now and see what is up,26
k kt and i stopped by late afternoon service saturday to say hello  we met your sister and she said shed pass our hellos along  xoxo,26
went to see the movie up with joe love it i had so much fun this fri haha checkers was amazing thanks for the good times,26
youre going to see jb aww lucky  i want to go but im broke and theres no way my mom would let me go after paying so much,28
no i didnt get to get any maya got some footage tho ill have to get it from her omg we were in the pool chillin and the,28
today is very cold so cold i may have to start wearing my jeans again  yesterday was raining but i did get some good shots of ducks,27
shitz gaming all the time we are getting far and far apart  yea burning right now x you are big bad dude better leave me alone,26
ur still awake ha wow lucky u mine still cant connect  i guess ill b on twitter only for now haha u watch kuwtk just now,26
o looking through my old stuff and found a record from my old band wella band that i was in for about a month ever heard of,27
reminiscing on the night i broke my mamas car side mirror went to bourbon strip club wthe gogos i used to have fun now just work,26
my goal today is to gain  more followers can anyone help me out with this should i offer a two for one deal two hugs per follower,27
omg jordz re velvet is sooo good where did u eat it here that was my favorite when i was in the states i miss u,26
i want to go outside and play in the sunshine but i have to sit in front of a computer all day   at least i can have lunch on the patio,31
might sound stupid but i love the fact i can still hear the train passing from our house i miss you  punch self in head damnit,26
all i get to shoot today is a wedding   no moto for me this weekend i should be in texas for the nats  wish i was,26
after a long time of searching im already feeling the vibe of the things i love to do in life but suddenlyi realize quotim turning quot,26
well done is that cus they wont be as cheap lol lets see if it lasts when u have more exams wen u go bk ui,26
i watched a repeat of horne and cordon the day before i was going on a trip to the church and i kept sing the ypc song lmao,28
will be recording the demoep soon watch out for that one this is going to be a good year  i can feel in my mind grapes,26
colorado finally seeing a couple of nice days in a row too bad im stuck indoors  woohoo i get to walk to the po and bank though,27
well i saw you plenty at e nestled next to the rest of the gs crew in your fishbowl war room never got to say hi though,27
ahh i have moisture under the screen  trying to get them to give me a new phone haha yeah new gs tomoz u not got a iphone,27
mom is getting ready for radio show so mac and i have to go out on the back porch as if we would bark when she was on airreally,29
thanks to my cuz for pointing out my typo  it was a large lager i was drinking at lunch time now stuck fixing a bleepin computer,26
saying goodbye to my grandmother was so hard i will never see her again  one of the things she said to me was quotdont forget mequot,26
the only problem i have with yoga is that you feel really weak when you stop for a few days cos of work   i wanna yoga and be energized,29
i would kill to go back to my size  wearin days shooot that was like th grade real talk smh im up to a  in wmn now,27
not yet they want me to go out again i think john should be happy i would go with anything he picks but wants my opinion,26
well we each do what works for us twitter is a sleepkill for me on that note im going to sign of and play some musica,26
started my leave and am confused what i should do fasti can seem to sleep past amwhy  anyway may try to read up on some networkin,26
well good the more people who go the sadder i am i dont get to go and i hate that tigor will get to meet my friends before me,29
had fun at the waterpark but when mom came to pick us up she left my dog in the house and he threw up on everything blahhh,27
mom hangs up phone me quot you said we going to chicago next weekquot mom quotnaw i just said that so i could get off the phone with herquot,29
monday morning blues  why does the wkend go so fast oh well least weve got some fab bingo offers to cheer us up see bingobasecom x,26
i got about  bras in total which i have forwarded to hotmilk  i got some great press for it if you look on my website press page,27
my bro came in amp asked me if i wanted to go w him to the bike shop tomorrow i said i have plans he said stop lying,28
ok so like what do i do now nba over not that big of a baseball fan so now i dont have a reason to watch sportscenter,27
ha ha ha hathat was even better oh delie you make me laugh so hard i miss you very much i need to send you a long email,28
hey guys saw you in st louis and loved you would you ever play in ct i met you outside after and u were so nice,26
no wine ill sleep through the alarm at  if i do that    sigh  i just hate being on the registers when i can barely do it,26
niley is back and im sad i hate niley but is not because of nick is because of miley cyrus she is going to break nicks heart again,28
we made it from slc to san diego in  hours flat with  kids from  mos to  yrs in the car only  short stops all day long amazing,27
i want to take some garbanzo beans to ellen degeneres  too bad im so far away from the bean right nowwellen is in thee windy cityy,26
i think its time to go to bed i have to go to work in the morning at the feed store sunday at the produce stand no free time,29
recently im not as keen on such a short message as i used to be few days ago but i havent finished writing here not yet,26
didnt go out or to the cinema tonightjust to save money heard the film was good amp ohhh all the amazing people at the union tonight,26
drag me to hell was so bloody jumpy grossed out at most parts it was nasty shit didnt like the girl but justin long is shmexy,26
wanna say thanx so much  my  followers when the album drops worldwide u can say u were wit me b i was famous  luv u all,26
yep i think there may be one or two aroundwe found a baby hhog a few years ago tangled up in some netting we saved himcute,26
ready to teach my th gr girls sunday school class this will be my last time to teach these group of girls they are promoting next week,27
woke up at am rushed to get my shower then remembered that i dont have to be in until  ish and the am train gets to union at,28
i accidentaly bashed my nose off a chair whilst taking it off the table in the science lab hurts like hell and has a bump on it,27
dont dely your todo list you wont have free time later so it makes you devastated i wanna read some book but i dont have time,26
am on gig come down now  roll on oct thanks  the shows things have been rough this past yr amp its nice  lose myself  few hrs xx,27
gah not the greatest day im so clumsy i ended up on the ground when walking to the common room grazed my knee and bruised my wrist,27
oh i see well sad for you guys but its  not going to stop me from using it we each have our own personal thing were mad at,28
im fairly upset that i got an  in senior bible  frankly i feel like i deserve the  boost to an a but i likely wont get it,27
goin home  folsom was awesome in that tiny box so proud of my boys good luck on tour i heard everything i thought id never hear,26
if you ever wonder why i dont post particularly quotcutequot pics its bc im not looking for a man over twitter lol theyre just for fun,26
had great night last night with my pals sooooo tired think im gona go to sleep now until tomorrow  about to watch a film with my sister,27
this piece of crap website wouldnt let me log in they made me think i didnt create my profile when i did  not a good start twitter,27
dude all of this is silly so dont sweat a word or two    i hope you dont take any of what i say with a grain of salt,28
i want a shower but i know the hot water will run out as soon as i get comfortable though  what to do what to do,26
hey ciro do you know a good place to buy a laptop in rome i think im going to buy one there instead of taking mine with me,28
i just got busted by the owner of our company playing with a squishy ball at my deskhe asked if i needed more work to keep busy,27
ok i think its officially now an illness  ive sat on my couch for like two hours now afraid to move in case the motion makes me puke,28
i know you wont be im not going anywhere love im here with you and i want you to be happy i love you so much,26
ill put some pics out on my blog wait and see the island pics are in the camera still and the camera is in the cottage,26
has run out of cigarettes  what to do stay  study or go for coffee cigggie  a wee walk time for fun yet hmmm its only pmstudy wins,27
oh hmm we need to figure out another way to chat do you have google talk id love to hear your stories me same old same old,27
playing with a cat i dont know where i got it lol i think outside lol but its a dick  fuckin bad kitty o dont bite my face d,29
oh my god it named is katty or kitty yea forget very well  and i had a lot of something rude that i have done fot it many sin,29
my eye is starting to puff and swell again can barely keep it open  oh well at least i am not alone me amp  started a club lt,28
my husband is he wanted to be a pilot and right when he was at the end of trg they tested and he couldnt fly because of it,28
my eyes grew tiredthe situation was tired and it opened new doors in my mind i will just have to run with it thank you god  no grudge,28
what is this im in one of the most ghetto if not the ghettoest store ever cant wait to get home   ltkiss my sass as in sassylt,27
cute bradley finished working out and now celine and i are going to eat sushi at yoshis i think its the th when we go back,26
ok so having twitter account issues may need to delete and restore account  i hope all my lovely followers will refollow me if i do it,26
is meant to be getting ready to see sophie at half past but i havent even got dressed yet xd i have a headache  oh i better rush lt,29
bout  lay iit down got a head ache    we hangin tomorrow idont care wat u say lolsoooo dm me ur  amp imma hit u tomorrow k,26
is excited to spend some time with the most amazing mom in the world my mom my bestest will be here soon amp i cant wait no golf though,29
ow i care amp went about it completely the wrong way  i hope you will be able to find a way to forgive me for my foolish behaviour,28
thats funny toronto is on my list of places i want to go if we put toronto on our visit map youll b the first invite,26
going to sleep thinking about her i can hear my neighbors baby crying like an idiot and sarah made fun of me for having twitter today,26
public holiday today couldnt be better  its am am still in bed twittering on my iphone lets see how the rest of the day pans out,26
nap update semi successful better that i was hoping for however now i have to wait like a  year old for the roomie to get here,26
juuust my luck that id run over a random tree thats in the middle of the freeway and fuck up my car and need ash to come get me,29
im glad the weather got better  the park was fun i got some cool pictures and it cheered up   i wanna see pictures of julie o,26
lol im semi sunburnt its soo sunny and im good thanks  i know im the late one this time lolbut let me off i had a exam,27
do ppl think by not showering amp then smoking right b they get on a bus they wont b offending ppl around them good morning  me i guess,28
i just cried because i watched the last episode of the oc im sad its over  i need to buy the third one of one tree hill,27
qu ny cavs kh thng ri vy l tt c cc i mnh thch u ko vo c final  chc ko dm thch i no na,26
got my bclub while i was in atl for the fs tour ill take a pic of me rockin it out later today  have an amazing day,27
yes ive seen it and i own an older model of it that i bought on ebay but its so not the same as a real polaroid,27
wasnt on speaking terms with for a day and a half was one of the hosts and he played me like a stalker and now we really arent speaking,29
i waited the whole of today for your  text nothing came guess it was just another empty sentence yeah i think i gotta crush on you,26
i hate paparazzi i waited hours to meet u at pier when u were at t turner concert and cos paps were ther u got rushed into car,28
so do i but trying not to get my hopes up as tendons can take a while to heal  especially at my age said the physio,26
my night is your day and your day is my night so what am i supposed to do with my day when its actually night in other words im bored,30
cant believe the weekend is over it went way too fast   had a nice day with the hills so nice to have such awesome people in our lives,28
my gran wants me to clean house for money so ima do that then go get a cake and some stuff for when my mom comes home,27
yeah  is too short i could go on and on and hey if you  need to go to my blog and pm mei forget about dm here,27
i lost one of my earrings not long after my tweet about them jumping from ears do my ears repel metal retraced my steps to no avail,27
very tired as in super i dont know if i can still study today or maybe ill just sleep the whole day xdi need energy i need him,28
my fat ass is too afat bbroad shouldered amp cbig boobed to fit in the closed mri so what do i do drown my sorrows in food i suck,29
i know my sleep schedule was all out of wack last night not cool and then i worked  hours today  wtf is that how r u,26
nope  they all bailed on me i was on my own at  ive never had a chance to have things together i cannot wait  feel that,26
sunshine and a nice day km into the race my chain decides to wander off and break some spokes in the rear gt dnf me annoyed,26
if you are a single rider on a bus ride you should switch seats to let freinds sit together   its just the nice thing to do,26
ok wtf ive been looking for your email at sto but cant find it so i became a tweeter of yours so jealous you went to changs,27
saw the hannah montana movie judge me if you want but i liked it  so stupid tired right now though probably going to bed here in a few,28
im hungy man everyone is going to be at the taste of charlotte today and i have to be here at wk it sux for me,26
my body isnt happy with me neck has a kink tummy is angry knee is creaky i know i ate pasta yesterday oops but come on,26
busy day at the company here  got a lunchtime quotpicnicquot to help set uptake down im not in charge of it thank god im just a minion,27
guise today i saw a sign outside of a church that said quotprayer is love on its kneesquot and i lold so hard i told my mom and she hit me,31
hm learning history and listening to music on my ipod  omgosh i almost lost it yesterday o but i found it back after missing my bus,26
awww sucks swine flu is gonna stop alloquan have no clue how to spell his name from meeting us all speshly when he dsnt even have it,27
hey gorg is it hot as an oven in ny cause it sure as hell is here in miawe miss u u dont even write to me no more,29
you saw watw i want to see it had it ordered on amazon or at least to notify when it was available  free internet in hotel room yea,28
is  went home for a visit today  lt got my nails done  i cant believe i missed the beginning of the mtv movie awads lt gotta go watch,28
twitter wont let me message you back but i wont be able to make it tonight  next one i hope thanks again have a good show,26
lol i was away up the back there was a guy how laughed really loud next to me so i missed some jokes  but it was great lol,28
jays lost  all you can eat section was great stuffed my face full of food sat next to the grossest people ever they smelled like shit,26
hes tough though such a boy but i feel bad note to self lose the trendy bling youre a mom now that stuff is hazardousquot poor baby,27
gmorning or is it hmmm yea it is even with the rain we are having though it would of been a better morning staying home in bed,27
aargh after agonizing whether or not to switch to canon my new kodak has a flaw on the lens this is what i get for brand loyalty,27
oh and i hate brothers  cant wait til i get my mac the whole of my family will be laptopless except me mua ha ha ha ha,27
while trying to change my oil i broke a socket and stripped half of the oil pan plug because it was on so tight oil still not changed,28
i have realized that the pen is mighter than the sword cuz u can kill someone with a sword but it is more memorable  kill with a pen lol,29
well goodnite to everyone im glad i got semi caught up on my tweet fams life its always good to know all is well in your worlds  lata,28
an i seriously am going to miss them we have such open heart to heart talks an they know im there for them if they hav a problem,28
i let an old lady take my seat on the train coz i thought it was the right thing to do now my feet hurt standing  ouchie,27
me too lt aw ur poor cute butt  im going  lay downamptry and sleep i love you so much you can text me if youd like,26
well ice cream party was easily my favorite of the night amazing energy and awesome music plus i know those guys  u should buy their cd,26
haha i remember when i had a job i was working night shifts and i would sleep most of the day but only about hrs or less,27
cant sleep probly cuz im sober  thinkin bout him amp tryin  stay stronghe pretty much could hav my lt  second i just wish he wanted it,26
yeah i know lol i have seen it i want to see how he wud look now  haha and yep im gona watch it are you,26
saw the body today thinking i better get used to it as im a nurse after all i miss him like i have missed him for the past  years,29
so tired going to bed and watch family guy with a sandwich then early morning to try and get tickets for what will be the best show ever,28
today is the same like the days before tired and all sleepy my best friend still do not call i miss her but she too busy to bore her,29
today is just the kind of day where i dont see the point in going to work lol but my favorite girls are workin so itll be fun,28
it would appear that demigod fucked me after restarting my comp about an hour ago i had to run repair disk demigod no longer works now,26
back home was good day out my cold hasnt been too bad just husky voice sniffles and sneezing shared it with dad too arent i nice,26
iwc watch gift wrapped  in the back seat of a new car  wa big red bow on the hood  and dvd of kids  when he trns on car,28
wills leaving for columbia for the shrinebowl thing im going back to sleep after i tell em bye lol  layin out with syd till he gets home,27
i jared my little finger real bad again in netbal    we lost by heaps to     were not that good lolgo bacchus marsh cobras luv ya xx,26
i got sent home today for beein an hour late  i was just mad they made me go all the way there they culda called lol,26
ugh project week is determined to kill me i was up til  working on elective classwork and now i have to function for the rest of day,27
i know  but its okay i gave them to my mom yesterday so she could mail them from her work she will send them out tomorrow,26
i cryy i cryyy no more primeval for like a yeaaar   what am i gonna do with my time honestly about had a heat attack when connor fell,28
slowly packing my stuff at the front desk to go to the main clubhouse and clock out at the receiving area time is moving awfully slow,26
good im glad you got there i had no  to come talk a walk with  lol me becky amp holcomb are the only s here again lol,27
